,Indicator,Group,State,Subgroup,Time Period End Date,Value
8197,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-09,18.1
8198,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-09,17.7
8199,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-09,30.2
8200,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-09,23.8
8201,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-09,20.1
8202,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-09,18.3
8203,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-09,18.8
8204,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-09,17.0
8205,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-09,26.4
8206,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-09,23.4
8207,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-09,25.6
8208,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-09,15.3
8209,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-09,20.6
8210,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-09,23.6
8211,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-09,25.4
8212,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-09,19.3
8213,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-09,17.5
8241,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-09,27.4
8242,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-09,26.7
8243,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-09,27.0
8244,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-09,30.6
8245,Symptoms of Anxiety Disorder,By State,California,California,2021-09,28.9
8246,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-09,27.7
8247,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-09,24.2
8248,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-09,29.8
8249,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-09,27.3
8250,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-09,26.4
8251,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-09,27.6
8252,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-09,26.0
8253,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-09,25.1
8254,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-09,25.6
8255,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-09,27.7
8256,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-09,24.8
8257,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-09,31.2
8258,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-09,26.3
8259,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-09,39.2
8260,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-09,28.0
8261,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-09,26.3
8262,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-09,25.3
8263,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-09,22.3
8264,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-09,23.7
8265,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-09,33.2
8266,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-09,33.0
8267,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-09,30.7
8268,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-09,23.0
8269,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-09,30.1
8270,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-09,24.8
8271,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-09,26.4
8272,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-09,30.5
8273,Symptoms of Anxiety Disorder,By State,New York,New York,2021-09,34.5
8274,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-09,23.8
8275,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-09,24.2
8276,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-09,25.5
8277,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-09,34.1
8278,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-09,32.9
8279,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-09,28.5
8280,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-09,24.7
8281,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-09,23.2
8282,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-09,18.6
8283,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-09,33.4
8284,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-09,26.7
8285,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-09,30.1
8286,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-09,21.2
8287,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-09,26.2
8288,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-09,30.7
8289,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-09,27.2
8290,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-09,24.6
8291,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-09,23.1
8319,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-09,32.4
8320,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-09,36.5
8321,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-09,30.9
8322,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-09,38.3
8323,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-09,33.9
8324,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-09,30.9
8325,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-09,28.1
8326,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-09,33.9
8327,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-09,31.7
8328,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-09,31.5
8329,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-09,31.3
8330,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-09,34.5
8331,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-09,29.7
8332,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-09,29.7
8333,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-09,31.4
8334,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-09,30.4
8335,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-09,35.7
8336,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-09,29.1
8337,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-09,41.7
8338,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-09,31.2
8339,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-09,30.4
8340,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-09,27.9
8341,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-09,26.4
8342,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-09,26.5
8343,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-09,39.2
8344,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-09,39.4
8345,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-09,34.0
8346,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-09,26.3
8347,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-09,37.0
8348,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-09,26.8
8349,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-09,29.7
8350,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-09,34.2
8351,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-09,37.4
8352,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-09,28.6
8353,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-09,27.4
8354,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-09,28.2
8355,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-09,41.6
8356,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-09,36.6
8357,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-09,31.5
8358,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-09,27.0
8359,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-09,27.1
8360,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-09,23.7
8361,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-09,36.5
8362,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-09,32.5
8363,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-09,35.6
8364,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-09,24.3
8365,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-09,31.8
8366,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-09,36.2
8367,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-09,30.7
8368,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-09,28.3
8369,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-09,27.2
8397,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-10,24.4
8398,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-10,28.0
8399,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-10,23.2
8400,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-10,26.7
8401,Symptoms of Depressive Disorder,By State,California,California,2021-10,20.5
8402,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-10,23.0
8403,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-10,19.2
8404,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-10,20.0
8405,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-10,26.2
8406,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-10,20.9
8407,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-10,24.6
8408,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-10,23.2
8409,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-10,21.6
8410,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-10,20.5
8411,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-10,20.7
8412,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-10,19.7
8413,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-10,18.9
8414,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-10,28.6
8415,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-10,24.3
8416,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-10,18.1
8417,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-10,20.7
8418,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-10,22.0
8419,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-10,20.2
8420,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-10,14.5
8421,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-10,22.7
8422,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-10,23.9
8423,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-10,20.7
8424,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-10,23.4
8425,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-10,22.1
8426,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-10,14.8
8427,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-10,20.6
8428,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-10,22.7
8429,Symptoms of Depressive Disorder,By State,New York,New York,2021-10,20.6
8430,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-10,27.4
8431,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-10,23.8
8432,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-10,17.2
8433,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-10,27.3
8434,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-10,22.5
8435,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-10,24.0
8436,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-10,22.6
8437,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-10,21.0
8438,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-10,14.8
8439,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-10,24.7
8440,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-10,24.7
8441,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-10,22.6
8442,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-10,27.0
8443,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-10,18.3
8444,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-10,23.1
8445,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-10,22.7
8446,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-10,14.1
8447,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-10,19.7
8475,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-10,28.7
8476,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-10,32.9
8477,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-10,29.6
8478,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-10,33.8
8479,Symptoms of Anxiety Disorder,By State,California,California,2021-10,28.7
8480,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-10,29.1
8481,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-10,25.1
8482,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-10,21.8
8483,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-10,31.6
8484,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-10,25.7
8485,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-10,31.0
8486,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-10,26.5
8487,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-10,29.1
8488,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-10,26.7
8489,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-10,23.3
8490,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-10,23.0
8491,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-10,26.8
8492,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-10,30.9
8493,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-10,28.8
8494,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-10,24.4
8495,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-10,23.5
8496,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-10,28.2
8497,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-10,27.3
8498,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-10,22.6
8499,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-10,30.6
8500,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-10,29.6
8501,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-10,23.3
8502,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-10,28.6
8503,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-10,25.8
8504,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-10,20.0
8505,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-10,22.2
8506,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-10,26.3
8507,Symptoms of Anxiety Disorder,By State,New York,New York,2021-10,26.5
8508,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-10,27.3
8509,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-10,29.0
8510,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-10,23.0
8511,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-10,31.9
8512,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-10,30.6
8513,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-10,31.0
8514,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-10,34.4
8515,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-10,26.5
8516,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-10,21.7
8517,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-10,29.0
8518,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-10,28.6
8519,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-10,26.5
8520,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-10,27.6
8521,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-10,23.6
8522,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-10,28.2
8523,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-10,27.6
8524,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-10,21.0
8525,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-10,27.0
8553,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-10,34.1
8554,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-10,38.5
8555,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-10,33.0
8556,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-10,37.8
8557,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-10,32.0
8558,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-10,32.0
8559,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-10,28.7
